Year,"Geographic
Region",State of Death,Group Method,Method,Suicides,"Group
Percentage"
2005,West,All,General Population Method,Firearms,3938,49.2
2005,West,Alaska,General Population Method,Firearms,83,66.4
2005,West,Arizona,General Population Method,Firearms,498,55.0
2005,West,California,General Population Method,Firearms,1302,41.7
2005,West,Colorado,General Population Method,Firearms,386,50.1
2005,West,Hawaii,General Population Method,Firearms,21,20.4
2005,West,Idaho,General Population Method,Firearms,155,69.8
2005,West,Montana,General Population Method,Firearms,125,65.1
2005,West,Nevada,General Population Method,Firearms,256,55.5
2005,West,New Mexico,General Population Method,Firearms,172,53.1
2005,West,Oregon,General Population Method,Firearms,311,57.0
2005,West,Utah,General Population Method,Firearms,186,55.2
2005,West,Washington,General Population Method,Firearms,388,48.4
2005,West,Wyoming,General Population Method,Firearms,55,64.7
2006,Northeast,All,Veteran Method,Firearms,403,56.5
2006,Northeast,Connecticut,Veteran Method,Firearms,18,41.9
2006,Northeast,Maine,Veteran Method,Firearms,30,73.2
2006,Northeast,Massachusetts,Veteran Method,Firearms,17,32.7
2006,Northeast,New Hampshire,Veteran Method,Firearms,20,60.6
2006,Northeast,New Jersey,Veteran Method,Firearms,32,47.8
2006,Northeast,New York,Veteran Method,Firearms,100,55.9
2006,Northeast,Pennsylvania,Veteran Method,Firearms,166,63.6
2006,Northeast,Rhode Island,Veteran Method,Firearms,10,47.6
2006,Midwest,All,Veteran Method,Firearms,914,65.7
2006,Midwest,Illinois,Veteran Method,Firearms,101,63.9
2006,Midwest,Indiana,Veteran Method,Firearms,101,68.2
2006,Midwest,Iowa,Veteran Method,Firearms,33,52.4
2006,Midwest,Kansas,Veteran Method,Firearms,50,66.7
2006,Midwest,Michigan,Veteran Method,Firearms,165,69.3
2006,Midwest,Minnesota,Veteran Method,Firearms,69,69.7
2006,Midwest,Missouri,Veteran Method,Firearms,118,72.0
2006,Midwest,Nebraska,Veteran Method,Firearms,25,64.1
2006,Midwest,Ohio,Veteran Method,Firearms,154,64.4
2006,Midwest,Wisconsin,Veteran Method,Firearms,69,54.3
2006,South,All,Veteran Method,Firearms,1759,72.7
2006,South,Alabama,Veteran Method,Firearms,98,81.7
2006,South,Arkansas,Veteran Method,Firearms,60,75.0
2006,South,Florida,Veteran Method,Firearms,328,65.5
2006,South,Georgia,Veteran Method,Firearms,135,81.3
2006,South,Kentucky,Veteran Method,Firearms,94,77.7
2006,South,Louisiana,Veteran Method,Firearms,51,75.0
2006,South,Maryland,Veteran Method,Firearms,57,66.3
2006,South,Mississippi,Veteran Method,Firearms,55,82.1
2006,South,North Carolina,Veteran Method,Firearms,149,73.0
2006,South,Oklahoma,Veteran Method,Firearms,77,81.1
2006,South,South Carolina,Veteran Method,Firearms,72,75.0
2006,South,Tennessee,Veteran Method,Firearms,132,78.1
2006,South,Texas,Veteran Method,Firearms,280,70.0
2006,South,Virginia,Veteran Method,Firearms,110,67.1
2006,South,West Virginia,Veteran Method,Firearms,43,76.8
2006,West,All,Veteran Method,Firearms,970,64.8
2006,West,Arizona,Veteran Method,Firearms,148,73.3
2006,West,California,Veteran Method,Firearms,322,60.0
2006,West,Colorado,Veteran Method,Firearms,81,64.3
2006,West,Idaho,Veteran Method,Firearms,29,69.0
2006,West,Montana,Veteran Method,Firearms,32,65.3
2006,West,Nevada,Veteran Method,Firearms,69,67.0
2006,West,New Mexico,Veteran Method,Firearms,40,65.6
2006,West,Oregon,Veteran Method,Firearms,86,70.5
2006,West,Utah,Veteran Method,Firearms,31,64.6
2006,West,Washington,Veteran Method,Firearms,87,60.0
2006,Northeast,All,General Population Method,Firearms,1698,38.3
2006,Northeast,Connecticut,General Population Method,Firearms,77,27.4
2006,Northeast,Maine,General Population Method,Firearms,85,54.8
2006,Northeast,Massachusetts,General Population Method,Firearms,100,22.6
2006,Northeast,New Hampshire,General Population Method,Firearms,69,46.0
2006,Northeast,New Jersey,General Population Method,Firearms,172,30.1
2006,Northeast,New York,General Population Method,Firearms,404,31.3
2006,Northeast,Pennsylvania,General Population Method,Firearms,722,52.8
2006,Northeast,Rhode Island,General Population Method,Firearms,26,29.2
2006,Northeast,Vermont,General Population Method,Firearms,43,53.8
2006,Midwest,All,General Population Method,Firearms,3501,48.7
2006,Midwest,Illinois,General Population Method,Firearms,366,37.2
2006,Midwest,Indiana,General Population Method,Firearms,433,54.1
2006,Midwest,Iowa,General Population Method,Firearms,138,44.1
2006,Midwest,Kansas,General Population Method,Firearms,203,55.5
2006,Midwest,Michigan,General Population Method,Firearms,582,52.7
2006,Midwest,Minnesota,General Population Method,Firearms,234,44.2
2006,Midwest,Missouri,General Population Method,Firearms,431,55.8
2006,Midwest,Nebraska,General Population Method,Firearms,101,54.3
2006,Midwest,North Dakota,General Population Method,Firearms,38,45.2
2006,Midwest,Ohio,General Population Method,Firearms,616,48.0
2006,Midwest,South Dakota,General Population Method,Firearms,65,56.5
2006,Midwest,Wisconsin,General Population Method,Firearms,294,45.0
2006,South,All,General Population Method,Firearms,7408,58.8
2006,South,Alabama,General Population Method,Firearms,391,69.3
2006,South,Arkansas,General Population Method,Firearms,239,65.8
2006,South,Delaware,General Population Method,Firearms,42,48.3
2006,South,District Of Columbia,General Population Method,Firearms,10,33.3
2006,South,Florida,General Population Method,Firearms,1208,50.3
2006,South,Georgia,General Population Method,Firearms,594,65.9
2006,South,Kentucky,General Population Method,Firearms,377,62.0
2006,South,Louisiana,General Population Method,Firearms,323,67.3
2006,South,Maryland,General Population Method,Firearms,234,48.2
2006,South,Mississippi,General Population Method,Firearms,218,68.3
2006,South,North Carolina,General Population Method,Firearms,650,60.2
2006,South,Oklahoma,General Population Method,Firearms,310,59.5
2006,South,South Carolina,General Population Method,Firearms,311,61.0
2006,South,Tennessee,General Population Method,Firearms,559,65.3
2006,South,Texas,General Population Method,Firearms,1280,56.4
2006,South,Virginia,General Population Method,Firearms,486,56.8
2006,South,West Virginia,General Population Method,Firearms,176,67.2
2006,West,All,General Population Method,Firearms,3904,47.9
2006,West,Alaska,General Population Method,Firearms,74,59.7
2006,West,Arizona,General Population Method,Firearms,540,58.1
2006,West,California,General Population Method,Firearms,1295,39.9
2006,West,Colorado,General Population Method,Firearms,363,51.2
2006,West,Hawaii,General Population Method,Firearms,20,17.4
2006,West,Idaho,General Population Method,Firearms,135,64.3
2006,West,Montana,General Population Method,Firearms,99,53.8
2006,West,Nevada,General Population Method,Firearms,249,52.9
2006,West,New Mexico,General Population Method,Firearms,184,55.4
2006,West,Oregon,General Population Method,Firearms,300,52.5
2006,West,Utah,General Population Method,Firearms,184,52.4
2006,West,Washington,General Population Method,Firearms,392,49.6
2006,West,Wyoming,General Population Method,Firearms,69,62.2
2007,Northeast,All,Veteran Method,Firearms,438,59.1
2007,Northeast,Connecticut,Veteran Method,Firearms,16,45.7
2007,Northeast,Maine,Veteran Method,Firearms,25,62.5
2007,Northeast,Massachusetts,Veteran Method,Firearms,30,42.3
2007,Northeast,New Hampshire,Veteran Method,Firearms,27,65.9
2007,Northeast,New Jersey,Veteran Method,Firearms,42,53.8
2007,Northeast,New York,Veteran Method,Firearms,102,57.3
2007,Northeast,Pennsylvania,Veteran Method,Firearms,177,67.8
2007,Midwest,All,Veteran Method,Firearms,866,64.4
2007,Midwest,Illinois,Veteran Method,Firearms,103,62.4
2007,Midwest,Indiana,Veteran Method,Firearms,90,62.9
2007,Midwest,Iowa,Veteran Method,Firearms,37,58.7
2007,Midwest,Kansas,Veteran Method,Firearms,45,59.2
2007,Midwest,Michigan,Veteran Method,Firearms,133,65.5
2007,Midwest,Minnesota,Veteran Method,Firearms,64,59.8
2007,Midwest,Missouri,Veteran Method,Firearms,98,71.5
2007,Midwest,Nebraska,Veteran Method,Firearms,20,66.7
2007,Midwest,Ohio,Veteran Method,Firearms,182,68.4
2007,Midwest,Wisconsin,Veteran Method,Firearms,69,61.1
2007,South,All,Veteran Method,Firearms,1781,70.2
2007,South,Alabama,Veteran Method,Firearms,80,74.8
2007,South,Arkansas,Veteran Method,Firearms,53,66.3
2007,South,Florida,Veteran Method,Firearms,358,65.7
2007,South,Georgia,Veteran Method,Firearms,149,74.5
2007,South,Kentucky,Veteran Method,Firearms,87,69.0
2007,South,Louisiana,Veteran Method,Firearms,66,79.5
2007,South,Maryland,Veteran Method,Firearms,55,60.4
2007,South,Mississippi,Veteran Method,Firearms,60,80.0
2007,South,North Carolina,Veteran Method,Firearms,135,69.2
2007,South,Oklahoma,Veteran Method,Firearms,72,69.9
2007,South,South Carolina,Veteran Method,Firearms,69,61.6
2007,South,Tennessee,Veteran Method,Firearms,116,74.8
2007,South,Texas,Veteran Method,Firearms,294,72.8
2007,South,Virginia,Veteran Method,Firearms,125,70.2
2007,South,West Virginia,Veteran Method,Firearms,54,81.8
2007,West,All,Veteran Method,Firearms,1034,64.2
2007,West,Arizona,Veteran Method,Firearms,129,64.8
2007,West,California,Veteran Method,Firearms,314,59.1
2007,West,Colorado,Veteran Method,Firearms,109,67.7
2007,West,Idaho,Veteran Method,Firearms,32,76.2
2007,West,Montana,Veteran Method,Firearms,36,75.0
2007,West,Nevada,Veteran Method,Firearms,64,67.4
2007,West,New Mexico,Veteran Method,Firearms,58,65.2
2007,West,Oregon,Veteran Method,Firearms,94,69.1
2007,West,Utah,Veteran Method,Firearms,34,58.6
2007,West,Washington,Veteran Method,Firearms,117,65.7
2007,Northeast,All,General Population Method,Firearms,1721,37.0
2007,Northeast,Connecticut,General Population Method,Firearms,77,28.9
2007,Northeast,Maine,General Population Method,Firearms,90,47.9
2007,Northeast,Massachusetts,General Population Method,Firearms,113,22.4
2007,Northeast,New Hampshire,General Population Method,Firearms,70,45.5
2007,Northeast,New Jersey,General Population Method,Firearms,163,28.0
2007,Northeast,New York,General Population Method,Firearms,435,31.8
2007,Northeast,Pennsylvania,General Population Method,Firearms,707,50.3
2007,Northeast,Rhode Island,General Population Method,Firearms,24,25.3
2007,Northeast,Vermont,General Population Method,Firearms,42,50.0
2007,Midwest,All,General Population Method,Firearms,3522,48.3
2007,Midwest,Illinois,General Population Method,Firearms,417,38.5
2007,Midwest,Indiana,General Population Method,Firearms,384,50.1
2007,Midwest,Iowa,General Population Method,Firearms,129,41.7
2007,Midwest,Kansas,General Population Method,Firearms,204,55.4
2007,Midwest,Michigan,General Population Method,Firearms,547,49.8
2007,Midwest,Minnesota,General Population Method,Firearms,253,46.1
2007,Midwest,Missouri,General Population Method,Firearms,442,56.2
2007,Midwest,Nebraska,General Population Method,Firearms,84,49.7
2007,Midwest,North Dakota,General Population Method,Firearms,48,52.2
2007,Midwest,Ohio,General Population Method,Firearms,643,51.2
2007,Midwest,South Dakota,General Population Method,Firearms,41,42.7
2007,Midwest,Wisconsin,General Population Method,Firearms,330,46.4
2007,South,All,General Population Method,Firearms,7639,58.3
2007,South,Alabama,General Population Method,Firearms,388,66.8
2007,South,Arkansas,General Population Method,Firearms,240,61.1
2007,South,Delaware,General Population Method,Firearms,46,48.9
2007,South,District Of Columbia,General Population Method,Firearms,10,28.6
2007,South,Florida,General Population Method,Firearms,1275,49.9
2007,South,Georgia,General Population Method,Firearms,635,64.8
2007,South,Kentucky,General Population Method,Firearms,415,65.8
2007,South,Louisiana,General Population Method,Firearms,325,64.4
2007,South,Maryland,General Population Method,Firearms,229,45.6
2007,South,Mississippi,General Population Method,Firearms,270,70.7
2007,South,North Carolina,General Population Method,Firearms,599,57.0
2007,South,Oklahoma,General Population Method,Firearms,305,59.2
2007,South,South Carolina,General Population Method,Firearms,307,58.6
2007,South,Tennessee,General Population Method,Firearms,537,64.7
2007,South,Texas,General Population Method,Firearms,1377,58.4
2007,South,Virginia,General Population Method,Firearms,477,55.3
2007,South,West Virginia,General Population Method,Firearms,204,68.2
2007,West,All,General Population Method,Firearms,4143,47.5
2007,West,Alaska,General Population Method,Firearms,90,64.3
2007,West,Arizona,General Population Method,Firearms,542,54.7
2007,West,California,General Population Method,Firearms,1400,39.6
2007,West,Colorado,General Population Method,Firearms,385,49.2
2007,West,Hawaii,General Population Method,Firearms,27,20.8
2007,West,Idaho,General Population Method,Firearms,145,67.4
2007,West,Montana,General Population Method,Firearms,117,61.6
2007,West,Nevada,General Population Method,Firearms,263,57.8
2007,West,New Mexico,General Population Method,Firearms,186,48.3
2007,West,Oregon,General Population Method,Firearms,324,55.4
2007,West,Utah,General Population Method,Firearms,193,52.4
2007,West,Washington,General Population Method,Firearms,405,47.6
2007,West,Wyoming,General Population Method,Firearms,66,66.0
2008,Northeast,All,Veteran Method,Firearms,455,55.4
2008,Northeast,Connecticut,Veteran Method,Firearms,23,54.8
2008,Northeast,Maine,Veteran Method,Firearms,22,59.5
2008,Northeast,Massachusetts,Veteran Method,Firearms,25,35.2
2008,Northeast,New Hampshire,Veteran Method,Firearms,22,64.7
2008,Northeast,New Jersey,Veteran Method,Firearms,46,52.3
2008,Northeast,New York,Veteran Method,Firearms,110,51.2
2008,Northeast,Pennsylvania,Veteran Method,Firearms,191,64.1
2008,Midwest,All,Veteran Method,Firearms,890,64.5
2008,Midwest,Illinois,Veteran Method,Firearms,106,54.6
2008,Midwest,Indiana,Veteran Method,Firearms,132,75.0
2008,Midwest,Iowa,Veteran Method,Firearms,35,53.8
2008,Midwest,Kansas,Veteran Method,Firearms,38,67.9
2008,Midwest,Michigan,Veteran Method,Firearms,137,70.6
2008,Midwest,Minnesota,Veteran Method,Firearms,60,58.8
2008,Midwest,Missouri,Veteran Method,Firearms,94,65.7
2008,Midwest,Nebraska,Veteran Method,Firearms,21,60.0
2008,Midwest,Ohio,Veteran Method,Firearms,164,65.1
2008,Midwest,Wisconsin,Veteran Method,Firearms,82,60.7
2008,South,All,Veteran Method,Firearms,1857,70.3
2008,South,Alabama,Veteran Method,Firearms,97,80.8
2008,South,Arkansas,Veteran Method,Firearms,61,70.9
2008,South,Florida,Veteran Method,Firearms,365,65.3
2008,South,Georgia,Veteran Method,Firearms,135,72.2
2008,South,Kentucky,Veteran Method,Firearms,84,73.0
2008,South,Louisiana,Veteran Method,Firearms,66,67.3
2008,South,Maryland,Veteran Method,Firearms,63,67.7
2008,South,Mississippi,Veteran Method,Firearms,65,79.3
2008,South,North Carolina,Veteran Method,Firearms,151,72.6
2008,South,Oklahoma,Veteran Method,Firearms,86,70.5
2008,South,South Carolina,Veteran Method,Firearms,82,74.5
2008,South,Tennessee,Veteran Method,Firearms,114,69.5
2008,South,Texas,Veteran Method,Firearms,329,72.5
2008,South,Virginia,Veteran Method,Firearms,117,67.2
2008,South,West Virginia,Veteran Method,Firearms,32,66.7
2008,West,All,Veteran Method,Firearms,1084,63.3
2008,West,Arizona,Veteran Method,Firearms,140,72.2
2008,West,California,Veteran Method,Firearms,355,57.4
2008,West,Colorado,Veteran Method,Firearms,112,64.7
2008,West,Idaho,Veteran Method,Firearms,36,61.0
2008,West,Montana,Veteran Method,Firearms,36,73.5
2008,West,Nevada,Veteran Method,Firearms,83,63.4
2008,West,New Mexico,Veteran Method,Firearms,40,64.5
2008,West,Oregon,Veteran Method,Firearms,88,70.4
2008,West,Utah,Veteran Method,Firearms,33,63.5
2008,West,Washington,Veteran Method,Firearms,114,64.0
2008,Northeast,All,General Population Method,Firearms,1826,37.8
2008,Northeast,Connecticut,General Population Method,Firearms,109,35.7
2008,Northeast,Maine,General Population Method,Firearms,101,56.7
2008,Northeast,Massachusetts,General Population Method,Firearms,115,23.2
2008,Northeast,New Hampshire,General Population Method,Firearms,85,48.9
2008,Northeast,New Jersey,General Population Method,Firearms,172,28.6
2008,Northeast,New York,General Population Method,Firearms,419,30.4
2008,Northeast,Pennsylvania,General Population Method,Firearms,761,50.5
2008,Northeast,Rhode Island,General Population Method,Firearms,22,20.6
2008,Northeast,Vermont,General Population Method,Firearms,42,46.2
2008,Midwest,All,General Population Method,Firearms,3696,48.9
2008,Midwest,Illinois,General Population Method,Firearms,427,36.8
2008,Midwest,Indiana,General Population Method,Firearms,439,56.5
2008,Midwest,Iowa,General Population Method,Firearms,174,47.0
2008,Midwest,Kansas,General Population Method,Firearms,184,56.3
2008,Midwest,Michigan,General Population Method,Firearms,559,49.0
2008,Midwest,Minnesota,General Population Method,Firearms,283,49.0
2008,Midwest,Missouri,General Population Method,Firearms,413,54.7
2008,Midwest,Nebraska,General Population Method,Firearms,93,51.7
2008,Midwest,North Dakota,General Population Method,Firearms,54,65.1
2008,Midwest,Ohio,General Population Method,Firearms,667,49.4
2008,Midwest,South Dakota,General Population Method,Firearms,63,55.8
2008,Midwest,Wisconsin,General Population Method,Firearms,340,46.6
2008,South,All,General Population Method,Firearms,8086,59.1
2008,South,Alabama,General Population Method,Firearms,421,70.6
2008,South,Arkansas,General Population Method,Firearms,269,61.6
2008,South,Delaware,General Population Method,Firearms,40,37.0
2008,South,District Of Columbia,General Population Method,Firearms,12,28.6
2008,South,Florida,General Population Method,Firearms,1382,51.2
2008,South,Georgia,General Population Method,Firearms,604,63.0
2008,South,Kentucky,General Population Method,Firearms,382,64.6
2008,South,Louisiana,General Population Method,Firearms,346,66.9
2008,South,Maryland,General Population Method,Firearms,260,52.6
2008,South,Mississippi,General Population Method,Firearms,277,70.1
2008,South,North Carolina,General Population Method,Firearms,659,57.9
2008,South,Oklahoma,General Population Method,Firearms,338,60.7
2008,South,South Carolina,General Population Method,Firearms,338,61.7
2008,South,Tennessee,General Population Method,Firearms,596,62.8
2008,South,Texas,General Population Method,Firearms,1483,59.9
2008,South,Virginia,General Population Method,Firearms,510,55.7
2008,South,West Virginia,General Population Method,Firearms,169,65.5
2008,West,All,General Population Method,Firearms,4254,47.5
2008,West,Alaska,General Population Method,Firearms,110,70.5
2008,West,Arizona,General Population Method,Firearms,526,56.0
2008,West,California,General Population Method,Firearms,1452,39.3
2008,West,Colorado,General Population Method,Firearms,380,48.8
2008,West,Hawaii,General Population Method,Firearms,28,21.5
2008,West,Idaho,General Population Method,Firearms,139,58.4
2008,West,Montana,General Population Method,Firearms,127,65.1
2008,West,Nevada,General Population Method,Firearms,289,55.4
2008,West,New Mexico,General Population Method,Firearms,185,47.3
2008,West,Oregon,General Population Method,Firearms,313,56.3
2008,West,Utah,General Population Method,Firearms,190,50.8
2008,West,Washington,General Population Method,Firearms,429,49.4
2008,West,Wyoming,General Population Method,Firearms,86,72.3
2009,Northeast,All,Veteran Method,Firearms,450,58.2
2009,Northeast,Connecticut,Veteran Method,Firearms,18,43.9
2009,Northeast,Massachusetts,Veteran Method,Firearms,27,33.3
2009,Northeast,New Hampshire,Veteran Method,Firearms,18,60.0
2009,Northeast,New Jersey,Veteran Method,Firearms,43,58.9
2009,Northeast,New York,Veteran Method,Firearms,98,49.5
2009,Northeast,Pennsylvania,Veteran Method,Firearms,193,69.2
2009,Midwest,All,Veteran Method,Firearms,881,65.0
2009,Midwest,Illinois,Veteran Method,Firearms,107,60.5
2009,Midwest,Indiana,Veteran Method,Firearms,87,64.4
2009,Midwest,Iowa,Veteran Method,Firearms,43,58.1
2009,Midwest,Kansas,Veteran Method,Firearms,42,57.5
2009,Midwest,Michigan,Veteran Method,Firearms,144,67.9
2009,Midwest,Minnesota,Veteran Method,Firearms,64,66.0
2009,Midwest,Missouri,Veteran Method,Firearms,115,68.5
2009,Midwest,Ohio,Veteran Method,Firearms,136,65.7
2009,Midwest,South Dakota,Veteran Method,Firearms,15,53.6
2009,Midwest,Wisconsin,Veteran Method,Firearms,83,63.8
2009,South,All,Veteran Method,Firearms,1892,71.5
2009,South,Alabama,Veteran Method,Firearms,124,81.0
2009,South,Arkansas,Veteran Method,Firearms,58,75.3
2009,South,Florida,Veteran Method,Firearms,380,68.6
2009,South,Georgia,Veteran Method,Firearms,167,78.8
2009,South,Kentucky,Veteran Method,Firearms,81,80.2
2009,South,Louisiana,Veteran Method,Firearms,72,80.9
2009,South,Maryland,Veteran Method,Firearms,55,64.0
2009,South,Mississippi,Veteran Method,Firearms,60,81.1
2009,South,North Carolina,Veteran Method,Firearms,121,66.9
2009,South,Oklahoma,Veteran Method,Firearms,76,73.1
2009,South,South Carolina,Veteran Method,Firearms,85,69.1
2009,South,Tennessee,Veteran Method,Firearms,124,70.1
2009,South,Texas,Veteran Method,Firearms,312,67.4
2009,South,Virginia,Veteran Method,Firearms,125,68.7
2009,West,All,Veteran Method,Firearms,1148,66.3
2009,West,Alaska,Veteran Method,Firearms,20,66.7
2009,West,Arizona,Veteran Method,Firearms,162,78.6
2009,West,California,Veteran Method,Firearms,348,58.8
2009,West,Colorado,Veteran Method,Firearms,117,65.7
2009,West,Idaho,Veteran Method,Firearms,40,65.6
2009,West,Nevada,Veteran Method,Firearms,73,70.9
2009,West,New Mexico,Veteran Method,Firearms,60,75.0
2009,West,Oregon,Veteran Method,Firearms,88,72.1
2009,West,Utah,Veteran Method,Firearms,42,63.6
2009,West,Washington,Veteran Method,Firearms,134,67.3
2009,Northeast,All,General Population Method,Firearms,1848,37.9
2009,Northeast,Connecticut,General Population Method,Firearms,93,30.0
2009,Northeast,Maine,General Population Method,Firearms,103,53.4
2009,Northeast,Massachusetts,General Population Method,Firearms,88,16.9
2009,Northeast,New Hampshire,General Population Method,Firearms,80,49.4
2009,Northeast,New Jersey,General Population Method,Firearms,169,31.2
2009,Northeast,New York,General Population Method,Firearms,407,29.8
2009,Northeast,Pennsylvania,General Population Method,Firearms,812,51.3
2009,Northeast,Rhode Island,General Population Method,Firearms,39,34.5
2009,Northeast,Vermont,General Population Method,Firearms,57,67.1
2009,Midwest,All,General Population Method,Firearms,3594,48.7
2009,Midwest,Illinois,General Population Method,Firearms,390,34.3
2009,Midwest,Indiana,General Population Method,Firearms,451,56.0
2009,Midwest,Iowa,General Population Method,Firearms,159,45.2
2009,Midwest,Kansas,General Population Method,Firearms,197,52.7
2009,Midwest,Michigan,General Population Method,Firearms,559,49.5
2009,Midwest,Minnesota,General Population Method,Firearms,270,48.3
2009,Midwest,Missouri,General Population Method,Firearms,460,55.2
2009,Midwest,Nebraska,General Population Method,Firearms,91,54.8
2009,Midwest,North Dakota,General Population Method,Firearms,49,57.0
2009,Midwest,Ohio,General Population Method,Firearms,577,51.3
2009,Midwest,South Dakota,General Population Method,Firearms,56,48.7
2009,Midwest,Wisconsin,General Population Method,Firearms,335,48.1
2009,South,All,General Population Method,Firearms,8375,59.1
2009,South,Alabama,General Population Method,Firearms,466,71.4
2009,South,Arkansas,General Population Method,Firearms,278,67.8
2009,South,Delaware,General Population Method,Firearms,38,36.2
2009,South,Florida,General Population Method,Firearms,1454,51.6
2009,South,Georgia,General Population Method,Firearms,728,66.1
2009,South,Kentucky,General Population Method,Firearms,396,68.8
2009,South,Louisiana,General Population Method,Firearms,318,67.4
2009,South,Maryland,General Population Method,Firearms,244,46.1
2009,South,Mississippi,General Population Method,Firearms,264,71.2
2009,South,North Carolina,General Population Method,Firearms,659,57.9
2009,South,Oklahoma,General Population Method,Firearms,352,64.2
2009,South,South Carolina,General Population Method,Firearms,371,61.3
2009,South,Tennessee,General Population Method,Firearms,567,61.3
2009,South,Texas,General Population Method,Firearms,1547,57.1
2009,South,Virginia,General Population Method,Firearms,514,54.7
2009,South,West Virginia,General Population Method,Firearms,174,69.9
2009,West,All,General Population Method,Firearms,4515,48.0
2009,West,Alaska,General Population Method,Firearms,77,56.2
2009,West,Arizona,General Population Method,Firearms,596,57.7
2009,West,California,General Population Method,Firearms,1486,39.9
2009,West,Colorado,General Population Method,Firearms,442,48.9
2009,West,Hawaii,General Population Method,Firearms,36,21.2
2009,West,Idaho,General Population Method,Firearms,171,58.0
2009,West,Montana,General Population Method,Firearms,134,63.2
2009,West,Nevada,General Population Method,Firearms,291,58.4
2009,West,New Mexico,General Population Method,Firearms,189,52.1
2009,West,Oregon,General Population Method,Firearms,341,54.1
2009,West,Utah,General Population Method,Firearms,211,48.7
2009,West,Washington,General Population Method,Firearms,462,51.2
2009,West,Wyoming,General Population Method,Firearms,79,73.8
2010,Northeast,All,Veteran Method,Firearms,429,53.6
2010,Northeast,Connecticut,Veteran Method,Firearms,22,46.8
2010,Northeast,Maine,Veteran Method,Firearms,29,61.7
2010,Northeast,Massachusetts,Veteran Method,Firearms,31,32.3
2010,Northeast,New Jersey,Veteran Method,Firearms,31,39.7
2010,Northeast,New York,Veteran Method,Firearms,100,51.5
2010,Northeast,Pennsylvania,Veteran Method,Firearms,171,63.6
2010,Midwest,All,Veteran Method,Firearms,933,66.5
2010,Midwest,Illinois,Veteran Method,Firearms,101,58.0
2010,Midwest,Indiana,Veteran Method,Firearms,97,71.3
2010,Midwest,Iowa,Veteran Method,Firearms,45,61.6
2010,Midwest,Kansas,Veteran Method,Firearms,49,71.0
2010,Midwest,Michigan,Veteran Method,Firearms,124,64.2
2010,Midwest,Minnesota,Veteran Method,Firearms,54,56.8
2010,Midwest,Missouri,Veteran Method,Firearms,130,75.6
2010,Midwest,Ohio,Veteran Method,Firearms,193,71.2
2010,Midwest,Wisconsin,Veteran Method,Firearms,89,62.7
2010,South,All,Veteran Method,Firearms,1950,73.3
2010,South,Alabama,Veteran Method,Firearms,94,74.0
2010,South,Arkansas,Veteran Method,Firearms,62,71.3
2010,South,Florida,Veteran Method,Firearms,385,68.1
2010,South,Georgia,Veteran Method,Firearms,145,77.1
2010,South,Kentucky,Veteran Method,Firearms,89,80.9
2010,South,Louisiana,Veteran Method,Firearms,85,80.2
2010,South,Maryland,Veteran Method,Firearms,46,56.1
2010,South,Mississippi,Veteran Method,Firearms,64,83.1
2010,South,North Carolina,Veteran Method,Firearms,149,76.8
2010,South,Oklahoma,Veteran Method,Firearms,81,70.4
2010,South,South Carolina,Veteran Method,Firearms,86,72.3
2010,South,Tennessee,Veteran Method,Firearms,108,75.5
2010,South,Texas,Veteran Method,Firearms,364,73.2
2010,South,Virginia,Veteran Method,Firearms,127,74.7
2010,West,All,Veteran Method,Firearms,1096,65.6
2010,West,Arizona,Veteran Method,Firearms,142,71.7
2010,West,California,Veteran Method,Firearms,334,58.8
2010,West,Colorado,Veteran Method,Firearms,93,65.5
2010,West,Montana,Veteran Method,Firearms,45,76.3
2010,West,Nevada,Veteran Method,Firearms,81,67.5
2010,West,New Mexico,Veteran Method,Firearms,48,67.6
2010,West,Oregon,Veteran Method,Firearms,96,71.6
2010,West,Utah,Veteran Method,Firearms,47,71.2
2010,West,Washington,Veteran Method,Firearms,114,63.3
2010,Northeast,All,General Population Method,Firearms,1917,36.4
2010,Northeast,Connecticut,General Population Method,Firearms,109,31.1
2010,Northeast,Maine,General Population Method,Firearms,94,52.5
2010,Northeast,Massachusetts,General Population Method,Firearms,137,23.5
2010,Northeast,New Hampshire,General Population Method,Firearms,100,52.4
2010,Northeast,New Jersey,General Population Method,Firearms,183,26.1
2010,Northeast,New York,General Population Method,Firearms,453,30.0
2010,Northeast,Pennsylvania,General Population Method,Firearms,746,48.9
2010,Northeast,Rhode Island,General Population Method,Firearms,30,23.6
2010,Northeast,Vermont,General Population Method,Firearms,65,62.5
2010,Midwest,All,General Population Method,Firearms,3889,49.0
2010,Midwest,Illinois,General Population Method,Firearms,432,38.1
2010,Midwest,Indiana,General Population Method,Firearms,444,52.7
2010,Midwest,Iowa,General Population Method,Firearms,171,48.0
2010,Midwest,Kansas,General Population Method,Firearms,205,53.4
2010,Midwest,Michigan,General Population Method,Firearms,586,48.2
2010,Midwest,Minnesota,General Population Method,Firearms,273,46.8
2010,Midwest,Missouri,General Population Method,Firearms,480,57.5
2010,Midwest,Nebraska,General Population Method,Firearms,104,55.9
2010,Midwest,North Dakota,General Population Method,Firearms,55,56.7
2010,Midwest,Ohio,General Population Method,Firearms,715,50.7
2010,Midwest,South Dakota,General Population Method,Firearms,61,47.7
2010,Midwest,Wisconsin,General Population Method,Firearms,363,47.6
2010,South,All,General Population Method,Firearms,8603,59.6
